Latitude	Longitude	Elevation
19.30039988	104.5673895	391.8529968
19.29779561	104.5747059	482.3434143
19.29519106	104.582022	410.9292297
19.29258622	104.5893379	383.0325317
19.28998108	104.5966536	500.3269653
19.28737565	104.6039691	421.7320862
19.28476993	104.6112843	471.5272217
19.28216392	104.6185993	523.6113892
19.27955762	104.625914	308.7704163
19.27695103	104.6332285	211.8999481
19.27434415	104.6405428	190.3769073
19.27956781	104.6451455	226.8453827
19.28574927	104.6494167	231.0831146
19.29193063	104.6536883	124.9359207
19.29811189	104.6579602	275.6664734
19.3042272	104.6623184	380.171051
19.30944616	104.6678473	430.6212463
19.31466495	104.6733765	590.2442017
19.31988358	104.6789061	490.8206482
19.31788487	104.6826302	411.2027283
19.31088336	104.6851025	243.8495026
19.30388181	104.6875745	292.3449402
19.29688023	104.6900463	181.4728241
19.28987861	104.6925179	245.1754913
19.28296145	104.694681	128.4980316
19.27829743	104.6886218	203.9825439
19.2736332	104.6825629	307.3437805
19.26896878	104.6765043	335.0464478
19.26430416	104.6704461	168.2694244
19.25963934	104.6643883	101.8490982
19.25497432	104.6583308	221.0057068
19.2503091	104.6522736	137.4299164
19.24564368	104.6462168	139.14888
19.24402763	104.6396197	108.663147
19.24657714	104.6322841	174.5416412
19.24912635	104.6249483	275.7829285
19.25167527	104.6176122	376.425354
19.25090423	104.6099643	209.1327972
19.24961365	104.6022676	275.0050964
19.24832275	104.5945711	389.2819824
19.24703152	104.5868748	201.4567261
19.24573997	104.5791785	259.9563904
19.2444481	104.5714823	221.9509735
19.24315591	104.5637863	311.4074097
19.2418634	104.5560904	390.1251831
19.23876264	104.5605854	191.6375122
19.23530416	104.5674904	179.793396
19.23184542	104.5743951	232.356369
19.22838642	104.5812995	207.0931549
19.22492716	104.5882037	131.6930542
19.22146764	104.5951075	100.6442947
19.21800787	104.6020111	106.6269302
19.21454783	104.6089144	212.2906952
19.21108754	104.6158174	205.7693481
19.20762699	104.6227201	247.9289703
19.20416618	104.6296225	78.80976105
19.20070511	104.6365246	130.7835541
19.19724379	104.6434264	205.3287354
19.1937822	104.6503279	225.2156372
19.19032036	104.6572292	117.48806
19.18685826	104.6641301	160.5865326
19.18278715	104.6614895	60.5179863
19.17847949	104.655145	107.8366089
19.17417161	104.6488007	98.83839417
19.16986351	104.6424568	72.84189606
19.1655552	104.6361132	98.52103424
19.16124666	104.6297699	254.5861053
19.15693791	104.623427	397.4576416
19.15100019	104.6189743	506.820282
19.14463963	104.6150124	579.6366577
19.13827898	104.6110508	465.7644958
19.13191825	104.6070895	609.6582031
19.12555743	104.6031286	960.3319702
19.11919653	104.5991679	672.8560791
19.11283554	104.5952075	952.0986938
19.11224283	104.5879467	1108.885254
19.11259498	104.5801451	1375.553711
19.1129468	104.5723434	1221.807983
19.1132983	104.5645417	1220.036987
19.11364946	104.55674	1160.165771
19.1140003	104.5489382	1451.88269
19.1143508	104.5411364	1417.567383
19.11470098	104.5333345	1160.735718
19.11505083	104.5255326	942.3319092
19.11540035	104.5177307	830.3458862
19.11574954	104.5099288	620.4396973
19.11937853	104.503438	663.1815796
19.12399014	104.4973398	509.686554
19.12860156	104.4912413	406.2413025
19.13321278	104.4851424	621.4307251
19.13782379	104.4790432	653.1079102
19.14243461	104.4729436	690.666687
19.14704522	104.4668437	861.2662354
19.15165563	104.4607435	596.6831665
19.15626585	104.4546429	308.0334473
19.16087586	104.448542	475.8630371
19.16548566	104.4424407	403.2923279
19.17138206	104.4384099	431.8665466
19.17849937	104.4363437	640.4144897
19.18561665	104.4342774	610.4727173
19.19273391	104.4322108	624.8711548
19.19985115	104.4301441	927.9534912
19.20696837	104.4280772	896.9144897
19.21408556	104.4260102	688.979248
19.22120273	104.4239429	837.2438354
19.22831987	104.4218755	703.5489502
19.23543699	104.4198079	568.9882202
19.24255409	104.4177401	373.5936584
19.24956259	104.4168702	256.0732422
19.25617818	104.4203348	277.656189
19.26279372	104.4237997	201.9042358
19.26940919	104.4272649	246.7376099
19.27602459	104.4307303	147.6792755
19.28263993	104.434196	131.5948639
19.2892552	104.4376621	225.3733521
19.29587041	104.4411283	198.9299927
19.30248555	104.4445949	399.0877991
19.30910063	104.4480618	264.7977905
19.31571564	104.4515289	306.8312378
19.32233059	104.4549963	460.5325623
19.32894547	104.458464	389.5248718
19.33556028	104.461932	253.3781128
19.34217503	104.4654002	225.4474792
19.34878971	104.4688687	523.0101318
19.35540433	104.4723376	831.9243164
19.36201888	104.4758067	453.6801147
19.36863337	104.479276	279.3986206
19.36836309	104.4870749	259.9601746
19.36806464	104.4948912	191.6999359
19.36776586	104.5027075	189.5201569
19.36746674	104.5105238	325.3851318
19.36716729	104.51834	580.7980347
19.36686751	104.5261562	546.1169434
19.36656739	104.5339724	630.4520264
19.36626694	104.5417886	528.2045898
19.36596616	104.5496047	417.2723083
19.36566504	104.5574208	362.9932251
19.36536359	104.5652368	629.1427612
19.36506181	104.5730529	614.3164673
19.36475969	104.5808689	352.7865906
19.36445724	104.5886849	642.7151489
19.36415446	104.5965008	495.980896
19.36385134	104.6043167	332.8673401
19.36354789	104.6121326	388.6790161
19.36215817	104.6197898	282.1925354
19.36045545	104.6274012	211.9251404
19.35875241	104.6350123	333.0820313
19.35704906	104.6426234	297.8596802
19.35534539	104.6502342	381.3340149
19.3536414	104.6578449	519.8710938
19.3519371	104.6654555	614.0410767
19.35023248	104.6730659	372.0749207
19.34852755	104.6806761	698.4049072
19.3468223	104.6882862	431.5010376
19.34484613	104.6957799	721.824707
19.34107297	104.7025019	470.3983154
19.33729956	104.7092235	538.1272583
19.3335259	104.7159449	580.8175049
19.329752	104.7226659	471.8682861
19.32597785	104.7293867	341.6366272
19.32220346	104.7361071	432.6780396
19.31842882	104.7428272	365.6679993
19.31465394	104.749547	517.1608276
19.30941896	104.7504806	445.1931763
19.30298285	104.7466542	493.5566711
19.29654666	104.742828	401.6878967
19.29011039	104.7390022	256.3194885
19.28367403	104.7351767	158.4624023
19.2772376	104.7313515	173.1980286
19.27080109	104.7275266	230.2437134
19.2643645	104.723702	487.8919373
19.25767896	104.7206406	798.5029907
19.25038662	104.7194392	625.550415
19.24309427	104.7182379	515.8359985
19.23580192	104.7170368	351.5741272
19.22850955	104.7158357	140.5692596
19.22121718	104.7146348	316.6715088
19.2139248	104.713434	212.8592682
19.20663242	104.7122332	385.9521179
19.19950403	104.7104491	498.1121826
19.19277842	104.707232	262.7555237
19.18605275	104.7040152	173.3231964
19.17932703	104.7007986	179.3124847
19.17260125	104.6975823	156.8034363
19.16587542	104.6943663	280.8747253
19.15913982	104.6911736	133.6214752
19.15238264	104.6880323	43.7078476
19.14562541	104.6848913	110.8272095
19.13886813	104.6817506	192.5976563
19.13211079	104.6786101	309.7522888
19.1253534	104.6754698	324.6622314
19.11859595	104.6723298	503.6159973
19.11183845	104.6691901	582.6137695
19.10605364	104.6647259	457.4620667
19.10150984	104.6585716	285.1271057
19.09696584	104.6524176	385.4077759
19.09242163	104.646264	271.0799255
19.08787722	104.6401107	211.1755981
19.0833326	104.6339577	228.4375916
19.07878778	104.6278051	323.6917725
19.07640343	104.6213186	207.6395111
19.07909374	104.6140471	234.4429779
19.08178376	104.6067753	320.0662231
19.08447351	104.5995033	281.830719
19.08716296	104.592231	434.2541809
19.08985213	104.5849585	660.6299438
19.09254102	104.5776857	594.5672607
19.09522962	104.5704128	882.3497314
19.09791794	104.5631396	1204.032959
19.10031271	104.5648831	1273.147095
19.10252154	104.5723351	1092.172119
19.10473007	104.5797873	1306.258057
19.1069383	104.5872397	1242.092041
19.10914623	104.5946923	1055.758789
19.11135386	104.6021451	778.7705688
19.11356119	104.6095981	593.7124023
19.11576821	104.6170513	642.1712036
19.11797494	104.6245047	918.8873901
19.12018137	104.6319583	658.4222412
19.1223875	104.6394121	694.1264038
19.12459333	104.6468661	753.3494263
19.12705537	104.654214	373.4711304
19.13022129	104.66127	429.9661255
19.13338695	104.6683263	314.914856
19.13655234	104.6753829	194.3299713
19.13971746	104.6824397	167.8407593
19.14288231	104.6894969	93.15700531
19.14604689	104.6965543	44.20311356
19.1492112	104.7036119	56.20281982
19.15237524	104.7106699	120.8597031
19.15553901	104.7177281	201.651825
19.15870252	104.7247866	160.7186279
19.16186575	104.7318453	158.2678223
19.16802738	104.735361	178.1070709
19.17500132	104.737917	161.0116577
19.18197523	104.7404733	286.2684326
19.1889491	104.7430297	210.0977783
19.19592294	104.7455864	385.026886
19.20269838	104.7486814	538.3676758
19.2094637	104.7518039	394.7613831
19.21622896	104.7549267	496.104126
19.22299417	104.7580497	557.0541382
19.22975933	104.761173	497.2978516
19.23652444	104.7642966	345.5454712
19.24328949	104.7674204	275.2301331
19.25026659	104.7682704	236.7531738
19.25747793	104.7666087	620.5739746
19.26468925	104.7649468	421.5433044
19.27190056	104.7632847	228.4043579
19.27852296	104.7639752	159.7867889
19.28400916	104.7692048	334.9959717
19.28949522	104.7744346	340.3738403
19.29498112	104.7796649	309.9094543
19.30046688	104.7848955	359.1085815
19.30595249	104.7901264	238.0431976
19.31143795	104.7953577	411.2652283
19.31383933	104.8000709	493.0479126
19.30709539	104.8032469	464.6036072
19.30035138	104.8064226	480.9782715
19.29360733	104.8095981	322.1852112
19.28686322	104.8127732	233.8047943
19.28008038	104.8157175	334.1400757
19.27271673	104.8151973	304.7942505
19.26535307	104.8146772	211.3401642
19.2579894	104.8141571	320.4315796
19.25062574	104.8136371	460.375946
19.24326208	104.8131171	439.8575439
19.23589841	104.8125971	209.7236481
19.22853475	104.8120772	270.4171143
19.22123086	104.8112569	227.2799683
19.21429498	104.8085865	422.4889221
19.20743597	104.8057611	418.7276001
19.20141818	104.8012372	442.3433228
19.19540028	104.7967137	257.2483215
19.18938227	104.7921906	222.6886292
19.18336415	104.7876677	465.1572876
19.17734591	104.7831452	264.3156128
19.17132757	104.778623	288.0268555
19.16493173	104.7748709	259.1407776
19.157975	104.772263	124.7576141
19.15101824	104.7696553	244.5596008
19.14406145	104.7670478	188.2973785
19.13710461	104.7644405	221.4703979
19.13014774	104.7618335	42.63526154
19.12319083	104.7592266	52.29277802
19.11623389	104.75662	140.2384186
19.10927691	104.7540136	152.9331665
19.10406417	104.7493867	167.7510681
19.10098381	104.7422895	175.8971405
19.09790318	104.7351925	434.4249268
19.09482228	104.7280959	525.8809204
19.0917411	104.7209994	201.8344879
19.08865965	104.7139033	579.8148804
19.08557794	104.7068074	386.0451355
19.08538273	104.7025978	463.5095215
19.09225227	104.7054518	316.0009766
19.09912177	104.708306	150.8610687
19.10599122	104.7111604	269.6817017
19.11286063	104.7140151	200.0097961
19.11973	104.71687	297.7140198
